Category,Sub0Category,Product_name,Territory,Sale_date,ListPrice,Quantity,Sales_amount,Region,Sales_year
accessories,Cleaners,Bike Wash 0 Dissolver,Northwest,2012-11-30 00:00:00,7.95,6,47.7,Americas,2013
clothing,Vests,"Classic Vest, M",Northwest,2012-11-30 00:00:00,63.5,4,254,Americas,2013
clothing,Vests,"Classic Vest, S",Northwest,2012-11-30 00:00:00,63.5,8,508,Americas,2013
clothing,Gloves,"Half0Finger Gloves, L",Northwest,2012-11-30 00:00:00,24.49,7,171.43,Americas,2013
clothing,Gloves,"Half0Finger Gloves, M",Northwest,2012-11-30 00:00:00,24.49,9,220.41,Americas,2013
clothing,Gloves,"Half0Finger Gloves, S",Northwest,2012-11-30 00:00:00,24.49,2,48.98,Americas,2013
accessories,Bike Racks,Hitch Rack 0 40Bike,Northwest,2012-11-30 00:00:00,120,12,1440,Americas,2013
components,Mountain Frames,"HL Mountain Frame 0 Silver, 38",Northwest,2012-11-30 00:00:00,1364.5,4,5458,Americas,2013
components,Handlebars,HL Mountain Handlebars,Northwest,2012-11-30 00:00:00,120.27,5,601.35,Americas,2013
components,Pedals,HL Mountain Pedal,Northwest,2012-11-30 00:00:00,80.99,2,161.98,Americas,2013
components,Saddles,HL Mountain Seat/Saddle,Northwest,2012-11-30 00:00:00,52.64,3,157.92,Americas,2013
components,Pedals,HL Road Pedal,Northwest,2012-11-30 00:00:00,80.99,1,80.99,Americas,2013
components,Pedals,HL Road Pedal,Northwest,2012-11-30 00:00:00,80.99,5,404.95,Americas,2013
accessories,Hydration Packs,Hydration Pack 0 70 oz.,Northwest,2012-11-30 00:00:00,54.99,1,54.99,Americas,2013
accessories,Hydration Packs,Hydration Pack 0 70 oz.,Northwest,2012-11-30 00:00:00,54.99,5,274.95,Americas,2013
components,Cranksets,LL Crankset,Northwest,2012-11-30 00:00:00,175.49,1,175.49,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Black, 48",Northwest,2012-11-30 00:00:00,249.79,3,749.37,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Silver, 42",Northwest,2012-11-30 00:00:00,264.05,4,1056.2,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Silver, 44",Northwest,2012-11-30 00:00:00,264.05,1,264.05,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Silver, 44",Northwest,2012-11-30 00:00:00,264.05,3,792.15,Americas,2013
components,Pedals,LL Mountain Pedal,Northwest,2012-11-30 00:00:00,40.49,1,40.49,Americas,2013
components,Road Frames,"LL Road Frame 0 Black, 52",Northwest,2012-11-30 00:00:00,337.22,6,2023.32,Americas,2013
components,Pedals,LL Road Pedal,Northwest,2012-11-30 00:00:00,40.49,5,202.45,Americas,2013
clothing,Jerseys,"Long0Sleeve Logo Jersey, L",Northwest,2012-11-30 00:00:00,49.99,8,399.92,Americas,2013
clothing,Jerseys,"Long0Sleeve Logo Jersey, M",Northwest,2012-11-30 00:00:00,49.99,3,149.97,Americas,2013
clothing,Jerseys,"Long0Sleeve Logo Jersey, M",Northwest,2012-11-30 00:00:00,49.99,5,249.95,Americas,2013
clothing,Jerseys,"Long0Sleeve Logo Jersey, XL",Northwest,2012-11-30 00:00:00,49.99,5,249.95,Americas,2013
components,Mountain Frames,"ML Mountain Frame0W 0 Silver, 40",Northwest,2012-11-30 00:00:00,364.09,7,2548.63,Americas,2013
components,Mountain Frames,"ML Mountain Frame0W 0 Silver, 42",Northwest,2012-11-30 00:00:00,364.09,3,1092.27,Americas,2013
components,Handlebars,ML Mountain Handlebars,Northwest,2012-11-30 00:00:00,61.92,6,371.52,Americas,2013
components,Pedals,ML Mountain Pedal,Northwest,2012-11-30 00:00:00,62.09,1,62.09,Americas,2013
components,Road Frames,"ML Road Frame0W 0 Yellow, 38",Northwest,2012-11-30 00:00:00,594.83,3,1784.49,Americas,2013
components,Road Frames,"ML Road Frame0W 0 Yellow, 44",Northwest,2012-11-30 00:00:00,594.83,4,2379.32,Americas,2013
components,Road Frames,"ML Road Frame0W 0 Yellow, 48",Northwest,2012-11-30 00:00:00,594.83,4,2379.32,Americas,2013
components,Pedals,ML Road Pedal,Northwest,2012-11-30 00:00:00,62.09,3,186.27,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 38",Northwest,2012-11-30 00:00:00,2294.99,1,2294.99,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 38",Northwest,2012-11-30 00:00:00,2294.99,2,4589.98,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 42",Northwest,2012-11-30 00:00:00,2294.99,1,2294.99,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 42",Northwest,2012-11-30 00:00:00,2294.99,8,18359.92,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 46",Northwest,2012-11-30 00:00:00,2294.99,8,18359.92,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Silver, 38",Northwest,2012-11-30 00:00:00,2319.99,2,4639.98,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Silver, 42",Northwest,2012-11-30 00:00:00,2319.99,2,4639.98,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Silver, 46",Northwest,2012-11-30 00:00:00,2319.99,2,4639.98,Americas,2013
bikes,Mountain Bikes,"Mountain04000W Silver, 38",Northwest,2012-11-30 00:00:00,769.49,9,6925.41,Americas,2013
bikes,Mountain Bikes,"Mountain04000W Silver, 40",Northwest,2012-11-30 00:00:00,769.49,5,3847.45,Americas,2013
bikes,Mountain Bikes,"Mountain04000W Silver, 42",Northwest,2012-11-30 00:00:00,769.49,4,3077.96,Americas,2013
bikes,Mountain Bikes,"Mountain04000W Silver, 46",Northwest,2012-11-30 00:00:00,769.49,3,2308.47,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Black, 40",Northwest,2012-11-30 00:00:00,539.99,2,1079.98,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Black, 42",Northwest,2012-11-30 00:00:00,539.99,1,539.99,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Black, 48",Northwest,2012-11-30 00:00:00,539.99,2,1079.98,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Black, 52",Northwest,2012-11-30 00:00:00,539.99,4,2159.96,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 40",Northwest,2012-11-30 00:00:00,564.99,2,1129.98,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 42",Northwest,2012-11-30 00:00:00,564.99,5,2824.95,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 44",Northwest,2012-11-30 00:00:00,564.99,5,2824.95,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 48",Northwest,2012-11-30 00:00:00,564.99,3,1694.97,Americas,2013
accessories,Tires and Tubes,Patch Kit/8 Patches,Northwest,2012-11-30 00:00:00,2.29,4,9.16,Americas,2013
clothing,Socks,"Racing Socks, L",Northwest,2012-11-30 00:00:00,8.99,3,26.97,Americas,2013
bikes,Road Bikes,"Road0250 Black, 44",Northwest,2012-11-30 00:00:00,2443.35,4,9773.4,Americas,2013
bikes,Road Bikes,"Road0250 Black, 48",Northwest,2012-11-30 00:00:00,2443.35,4,9773.4,Americas,2013
bikes,Road Bikes,"Road03500W Yellow, 40",Northwest,2012-11-30 00:00:00,1700.99,3,5102.97,Americas,2013
bikes,Road Bikes,"Road03500W Yellow, 42",Northwest,2012-11-30 00:00:00,1700.99,5,8504.95,Americas,2013
bikes,Road Bikes,"Road03500W Yellow, 42",Northwest,2012-11-30 00:00:00,1700.99,2,3401.98,Americas,2013
bikes,Road Bikes,"Road03500W Yellow, 48",Northwest,2012-11-30 00:00:00,1700.99,12,20411.88,Americas,2013
bikes,Road Bikes,"Road05500W Yellow, 40",Northwest,2012-11-30 00:00:00,1120.49,2,2240.98,Americas,2013
bikes,Road Bikes,"Road05500W Yellow, 48",Northwest,2012-11-30 00:00:00,1120.49,4,4481.96,Americas,2013
bikes,Road Bikes,"Road05500W Yellow, 48",Northwest,2012-11-30 00:00:00,1120.49,2,2240.98,Americas,2013
bikes,Road Bikes,"Road0750 Black, 48",Northwest,2012-11-30 00:00:00,539.99,8,4319.92,Americas,2013
bikes,Road Bikes,"Road0750 Black, 52",Northwest,2012-11-30 00:00:00,539.99,2,1079.98,Americas,2013
bikes,Road Bikes,"Road0750 Black, 52",Northwest,2012-11-30 00:00:00,539.99,6,3239.94,Americas,2013
bikes,Road Bikes,"Road0750 Black, 58",Northwest,2012-11-30 00:00:00,539.99,1,539.99,Americas,2013
clothing,Jerseys,"Short0Sleeve Classic Jersey, L",Northwest,2012-11-30 00:00:00,53.99,2,107.98,Americas,2013
clothing,Jerseys,"Short0Sleeve Classic Jersey, S",Northwest,2012-11-30 00:00:00,53.99,2,107.98,Americas,2013
clothing,Jerseys,"Short0Sleeve Classic Jersey, S",Northwest,2012-11-30 00:00:00,53.99,9,485.91,Americas,2013
clothing,Jerseys,"Short0Sleeve Classic Jersey, XL",Northwest,2012-11-30 00:00:00,53.99,12,647.88,Americas,2013
accessories,Helmets,"Sport0100 Helmet, Black",Northwest,2012-11-30 00:00:00,34.99,2,69.98,Americas,2013
accessories,Helmets,"Sport0100 Helmet, Black",Northwest,2012-11-30 00:00:00,34.99,1,34.99,Americas,2013
accessories,Helmets,"Sport0100 Helmet, Blue",Northwest,2012-11-30 00:00:00,34.99,10,349.9,Americas,2013
accessories,Helmets,"Sport0100 Helmet, Red",Northwest,2012-11-30 00:00:00,34.99,13,454.87,Americas,2013
accessories,Bottles and Cages,Water Bottle 0 30 oz.,Northwest,2012-11-30 00:00:00,4.99,10,49.9,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, L",Northwest,2012-11-30 00:00:00,69.99,4,279.96,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, L",Northwest,2012-11-30 00:00:00,69.99,12,839.88,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, M",Northwest,2012-11-30 00:00:00,69.99,3,209.97,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, M",Northwest,2012-11-30 00:00:00,69.99,3,209.97,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, S",Northwest,2012-11-30 00:00:00,69.99,5,349.95,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, S",Northwest,2012-11-30 00:00:00,69.99,33,2309.67,Americas,2013
clothing,Caps,AWC Logo Cap,Northwest,2012-11-30 00:00:00,8.99,4,35.96,Americas,2013
components,Chains,Chain,Northwest,2012-11-30 00:00:00,20.24,9,182.16,Americas,2013
clothing,Vests,"Classic Vest, S",Northwest,2012-11-30 00:00:00,63.5,1,63.5,Americas,2013
components,Brakes,Front Brakes,Northwest,2012-11-30 00:00:00,106.5,3,319.5,Americas,2013
components,Derailleurs,Front Derailleur,Northwest,2012-11-30 00:00:00,91.49,4,365.96,Americas,2013
clothing,Gloves,"Half0Finger Gloves, S",Northwest,2012-11-30 00:00:00,24.49,1,24.49,Americas,2013
accessories,Bike Racks,Hitch Rack 0 40Bike,Northwest,2012-11-30 00:00:00,120,3,360,Americas,2013
components,Bottom Brackets,HL Bottom Bracket,Northwest,2012-11-30 00:00:00,121.49,3,364.47,Americas,2013
components,Cranksets,HL Crankset,Northwest,2012-11-30 00:00:00,404.99,1,404.99,Americas,2013
components,Cranksets,HL Crankset,Northwest,2012-11-30 00:00:00,404.99,5,2024.95,Americas,2013
components,Mountain Frames,"HL Mountain Frame 0 Black, 38",Northwest,2012-11-30 00:00:00,1349.6,3,4048.8,Americas,2013
components,Mountain Frames,"HL Mountain Frame 0 Black, 42",Northwest,2012-11-30 00:00:00,1349.6,5,6748,Americas,2013
components,Mountain Frames,"HL Mountain Frame 0 Silver, 38",Northwest,2012-11-30 00:00:00,1364.5,3,4093.5,Americas,2013
components,Mountain Frames,"HL Mountain Frame 0 Silver, 42",Northwest,2012-11-30 00:00:00,1364.5,2,2729,Americas,2013
components,Mountain Frames,"HL Mountain Frame 0 Silver, 42",Northwest,2012-11-30 00:00:00,1364.5,1,1364.5,Americas,2013
components,Mountain Frames,"HL Mountain Frame 0 Silver, 46",Northwest,2012-11-30 00:00:00,1364.5,5,6822.5,Americas,2013
components,Pedals,HL Mountain Pedal,Northwest,2012-11-30 00:00:00,80.99,6,485.94,Americas,2013
components,Saddles,HL Mountain Seat/Saddle,Northwest,2012-11-30 00:00:00,52.64,3,157.92,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Blue, 50",Northwest,2012-11-30 00:00:00,1003.91,1,1003.91,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Blue, 54",Northwest,2012-11-30 00:00:00,1003.91,4,4015.64,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Blue, 60",Northwest,2012-11-30 00:00:00,1003.91,1,1003.91,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Yellow, 46",Northwest,2012-11-30 00:00:00,1003.91,1,1003.91,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Yellow, 50",Northwest,2012-11-30 00:00:00,1003.91,1,1003.91,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Yellow, 54",Northwest,2012-11-30 00:00:00,1003.91,6,6023.46,Americas,2013
components,Handlebars,HL Touring Handlebars,Northwest,2012-11-30 00:00:00,91.57,2,183.14,Americas,2013
components,Saddles,HL Touring Seat/Saddle,Northwest,2012-11-30 00:00:00,52.64,5,263.2,Americas,2013
components,Bottom Brackets,LL Bottom Bracket,Northwest,2012-11-30 00:00:00,53.99,6,323.94,Americas,2013
components,Cranksets,LL Crankset,Northwest,2012-11-30 00:00:00,175.49,2,350.98,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Black, 42",Northwest,2012-11-30 00:00:00,249.79,6,1498.74,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Black, 44",Northwest,2012-11-30 00:00:00,249.79,3,749.37,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Black, 48",Northwest,2012-11-30 00:00:00,249.79,4,999.16,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Black, 48",Northwest,2012-11-30 00:00:00,249.79,1,249.79,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Silver, 40",Northwest,2012-11-30 00:00:00,264.05,2,528.1,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Silver, 42",Northwest,2012-11-30 00:00:00,264.05,4,1056.2,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Silver, 44",Northwest,2012-11-30 00:00:00,264.05,3,792.15,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Silver, 52",Northwest,2012-11-30 00:00:00,264.05,5,1320.25,Americas,2013
components,Handlebars,LL Mountain Handlebars,Northwest,2012-11-30 00:00:00,44.54,2,89.08,Americas,2013
components,Pedals,LL Mountain Pedal,Northwest,2012-11-30 00:00:00,40.49,3,121.47,Americas,2013
components,Saddles,LL Mountain Seat/Saddle,Northwest,2012-11-30 00:00:00,27.12,4,108.48,Americas,2013
components,Road Frames,"LL Road Frame 0 Black, 44",Northwest,2012-11-30 00:00:00,337.22,1,337.22,Americas,2013
components,Pedals,LL Road Pedal,Northwest,2012-11-30 00:00:00,40.49,1,40.49,Americas,2013
components,Touring Frames,"LL Touring Frame 0 Blue, 50",Northwest,2012-11-30 00:00:00,333.42,1,333.42,Americas,2013
components,Touring Frames,"LL Touring Frame 0 Yellow, 44",Northwest,2012-11-30 00:00:00,333.42,1,333.42,Americas,2013
components,Touring Frames,"LL Touring Frame 0 Yellow, 50",Northwest,2012-11-30 00:00:00,333.42,2,666.84,Americas,2013
clothing,Jerseys,"Long0Sleeve Logo Jersey, L",Northwest,2012-11-30 00:00:00,49.99,3,149.97,Americas,2013
components,Mountain Frames,"ML Mountain Frame0W 0 Silver, 40",Northwest,2012-11-30 00:00:00,364.09,4,1456.36,Americas,2013
components,Mountain Frames,"ML Mountain Frame0W 0 Silver, 42",Northwest,2012-11-30 00:00:00,364.09,3,1092.27,Americas,2013
components,Handlebars,ML Mountain Handlebars,Northwest,2012-11-30 00:00:00,61.92,7,433.44,Americas,2013
components,Pedals,ML Mountain Pedal,Northwest,2012-11-30 00:00:00,62.09,1,62.09,Americas,2013
components,Saddles,ML Mountain Seat/Saddle,Northwest,2012-11-30 00:00:00,39.14,4,156.56,Americas,2013
components,Road Frames,"ML Road Frame0W 0 Yellow, 40",Northwest,2012-11-30 00:00:00,594.83,1,594.83,Americas,2013
components,Saddles,ML Touring Seat/Saddle,Northwest,2012-11-30 00:00:00,39.14,1,39.14,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 38",Northwest,2012-11-30 00:00:00,2294.99,7,16064.93,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 42",Northwest,2012-11-30 00:00:00,2294.99,2,4589.98,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 42",Northwest,2012-11-30 00:00:00,2294.99,5,11474.95,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 46",Northwest,2012-11-30 00:00:00,2294.99,3,6884.97,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Silver, 38",Northwest,2012-11-30 00:00:00,2319.99,3,6959.97,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Silver, 42",Northwest,2012-11-30 00:00:00,2319.99,1,2319.99,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Silver, 46",Northwest,2012-11-30 00:00:00,2319.99,5,11599.95,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Black, 42",Northwest,2012-11-30 00:00:00,539.99,2,1079.98,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Black, 48",Northwest,2012-11-30 00:00:00,539.99,3,1619.97,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 40",Northwest,2012-11-30 00:00:00,564.99,2,1129.98,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 44",Northwest,2012-11-30 00:00:00,564.99,3,1694.97,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 44",Northwest,2012-11-30 00:00:00,564.99,1,564.99,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 48",Northwest,2012-11-30 00:00:00,564.99,4,2259.96,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 52",Northwest,2012-11-30 00:00:00,564.99,5,2824.95,Americas,2013
components,Brakes,Rear Brakes,Northwest,2012-11-30 00:00:00,106.5,3,319.5,Americas,2013
components,Derailleurs,Rear Derailleur,Northwest,2012-11-30 00:00:00,121.46,7,850.22,Americas,2013
bikes,Road Bikes,"Road0250 Black, 52",Northwest,2012-11-30 00:00:00,2443.35,1,2443.35,Americas,2013
bikes,Road Bikes,"Road03500W Yellow, 40",Northwest,2012-11-30 00:00:00,1700.99,3,5102.97,Americas,2013
bikes,Road Bikes,"Road03500W Yellow, 48",Northwest,2012-11-30 00:00:00,1700.99,2,3401.98,Americas,2013
bikes,Road Bikes,"Road0750 Black, 48",Northwest,2012-11-30 00:00:00,539.99,2,1079.98,Americas,2013
clothing,Jerseys,"Short0Sleeve Classic Jersey, XL",Northwest,2012-11-30 00:00:00,53.99,3,161.97,Americas,2013
components,Pedals,Touring Pedal,Northwest,2012-11-30 00:00:00,80.99,1,80.99,Americas,2013
bikes,Touring Bikes,"Touring01000 Blue, 46",Northwest,2012-11-30 00:00:00,2384.07,3,7152.21,Americas,2013
bikes,Touring Bikes,"Touring01000 Blue, 60",Northwest,2012-11-30 00:00:00,2384.07,4,9536.28,Americas,2013
bikes,Touring Bikes,"Touring01000 Yellow, 60",Northwest,2012-11-30 00:00:00,2384.07,2,4768.14,Americas,2013
bikes,Touring Bikes,"Touring03000 Blue, 58",Northwest,2012-11-30 00:00:00,742.35,2,1484.7,Americas,2013
bikes,Touring Bikes,"Touring03000 Yellow, 50",Northwest,2012-11-30 00:00:00,742.35,5,3711.75,Americas,2013
bikes,Touring Bikes,"Touring03000 Yellow, 54",Northwest,2012-11-30 00:00:00,742.35,1,742.35,Americas,2013
bikes,Touring Bikes,"Touring03000 Yellow, 62",Northwest,2012-11-30 00:00:00,742.35,6,4454.1,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, L",Northwest,2012-11-30 00:00:00,69.99,6,419.94,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, M",Northwest,2012-11-30 00:00:00,69.99,1,69.99,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, M",Northwest,2012-11-30 00:00:00,69.99,5,349.95,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, S",Northwest,2012-11-30 00:00:00,69.99,6,419.94,Americas,2013
clothing,Shorts,"Women's Mountain Shorts, S",Northwest,2012-11-30 00:00:00,69.99,10,699.9,Americas,2013
clothing,Caps,AWC Logo Cap,Northwest,2012-12-31 00:00:00,8.99,3,26.97,Americas,2013
clothing,Caps,AWC Logo Cap,Northwest,2012-12-31 00:00:00,8.99,2,17.98,Americas,2013
accessories,Cleaners,Bike Wash 0 Dissolver,Northwest,2012-12-31 00:00:00,7.95,7,55.65,Americas,2013
components,Chains,Chain,Northwest,2012-12-31 00:00:00,20.24,2,40.48,Americas,2013
components,Chains,Chain,Northwest,2012-12-31 00:00:00,20.24,3,60.72,Americas,2013
clothing,Vests,"Classic Vest, M",Northwest,2012-12-31 00:00:00,63.5,6,381,Americas,2013
clothing,Vests,"Classic Vest, S",Northwest,2012-12-31 00:00:00,63.5,3,190.5,Americas,2013
components,Brakes,Front Brakes,Northwest,2012-12-31 00:00:00,106.5,3,319.5,Americas,2013
components,Brakes,Front Brakes,Northwest,2012-12-31 00:00:00,106.5,1,106.5,Americas,2013
components,Derailleurs,Front Derailleur,Northwest,2012-12-31 00:00:00,91.49,2,182.98,Americas,2013
components,Derailleurs,Front Derailleur,Northwest,2012-12-31 00:00:00,91.49,2,182.98,Americas,2013
clothing,Gloves,"Half0Finger Gloves, M",Northwest,2012-12-31 00:00:00,24.49,5,122.45,Americas,2013
accessories,Bike Racks,Hitch Rack 0 40Bike,Northwest,2012-12-31 00:00:00,120,4,480,Americas,2013
accessories,Bike Racks,Hitch Rack 0 40Bike,Northwest,2012-12-31 00:00:00,120,5,600,Americas,2013
components,Bottom Brackets,HL Bottom Bracket,Northwest,2012-12-31 00:00:00,121.49,3,364.47,Americas,2013
components,Bottom Brackets,HL Bottom Bracket,Northwest,2012-12-31 00:00:00,121.49,3,364.47,Americas,2013
components,Cranksets,HL Crankset,Northwest,2012-12-31 00:00:00,404.99,1,404.99,Americas,2013
components,Cranksets,HL Crankset,Northwest,2012-12-31 00:00:00,404.99,1,404.99,Americas,2013
components,Mountain Frames,"HL Mountain Frame 0 Black, 38",Northwest,2012-12-31 00:00:00,1349.6,6,8097.6,Americas,2013
components,Mountain Frames,"HL Mountain Frame 0 Black, 42",Northwest,2012-12-31 00:00:00,1349.6,1,1349.6,Americas,2013
components,Mountain Frames,"HL Mountain Frame 0 Silver, 46",Northwest,2012-12-31 00:00:00,1364.5,2,2729,Americas,2013
components,Saddles,HL Mountain Seat/Saddle,Northwest,2012-12-31 00:00:00,52.64,1,52.64,Americas,2013
components,Handlebars,HL Road Handlebars,Northwest,2012-12-31 00:00:00,120.27,1,120.27,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Blue, 46",Northwest,2012-12-31 00:00:00,1003.91,1,1003.91,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Blue, 50",Northwest,2012-12-31 00:00:00,1003.91,2,2007.82,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Blue, 60",Northwest,2012-12-31 00:00:00,1003.91,8,8031.28,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Yellow, 54",Northwest,2012-12-31 00:00:00,1003.91,4,4015.64,Americas,2013
components,Touring Frames,"HL Touring Frame 0 Yellow, 60",Northwest,2012-12-31 00:00:00,1003.91,5,5019.55,Americas,2013
components,Handlebars,HL Touring Handlebars,Northwest,2012-12-31 00:00:00,91.57,1,91.57,Americas,2013
components,Saddles,HL Touring Seat/Saddle,Northwest,2012-12-31 00:00:00,52.64,7,368.48,Americas,2013
accessories,Hydration Packs,Hydration Pack 0 70 oz.,Northwest,2012-12-31 00:00:00,54.99,4,219.96,Americas,2013
components,Bottom Brackets,LL Bottom Bracket,Northwest,2012-12-31 00:00:00,53.99,1,53.99,Americas,2013
components,Bottom Brackets,LL Bottom Bracket,Northwest,2012-12-31 00:00:00,53.99,3,161.97,Americas,2013
components,Cranksets,LL Crankset,Northwest,2012-12-31 00:00:00,175.49,1,175.49,Americas,2013
components,Cranksets,LL Crankset,Northwest,2012-12-31 00:00:00,175.49,3,526.47,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Black, 44",Northwest,2012-12-31 00:00:00,249.79,1,249.79,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Silver, 42",Northwest,2012-12-31 00:00:00,264.05,3,792.15,Americas,2013
components,Mountain Frames,"LL Mountain Frame 0 Silver, 52",Northwest,2012-12-31 00:00:00,264.05,1,264.05,Americas,2013
components,Handlebars,LL Mountain Handlebars,Northwest,2012-12-31 00:00:00,44.54,2,89.08,Americas,2013
components,Touring Frames,"LL Touring Frame 0 Blue, 54",Northwest,2012-12-31 00:00:00,333.42,2,666.84,Americas,2013
components,Touring Frames,"LL Touring Frame 0 Yellow, 44",Northwest,2012-12-31 00:00:00,333.42,3,1000.26,Americas,2013
clothing,Jerseys,"Long0Sleeve Logo Jersey, L",Northwest,2012-12-31 00:00:00,49.99,2,99.98,Americas,2013
clothing,Jerseys,"Long0Sleeve Logo Jersey, L",Northwest,2012-12-31 00:00:00,49.99,3,149.97,Americas,2013
clothing,Jerseys,"Long0Sleeve Logo Jersey, M",Northwest,2012-12-31 00:00:00,49.99,3,149.97,Americas,2013
components,Mountain Frames,"ML Mountain Frame0W 0 Silver, 40",Northwest,2012-12-31 00:00:00,364.09,5,1820.45,Americas,2013
components,Mountain Frames,"ML Mountain Frame0W 0 Silver, 42",Northwest,2012-12-31 00:00:00,364.09,3,1092.27,Americas,2013
components,Handlebars,ML Mountain Handlebars,Northwest,2012-12-31 00:00:00,61.92,3,185.76,Americas,2013
components,Saddles,ML Mountain Seat/Saddle,Northwest,2012-12-31 00:00:00,39.14,4,156.56,Americas,2013
components,Road Frames,"ML Road Frame0W 0 Yellow, 38",Northwest,2012-12-31 00:00:00,594.83,2,1189.66,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 38",Northwest,2012-12-31 00:00:00,2294.99,8,18359.92,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Black, 38",Northwest,2012-12-31 00:00:00,2294.99,1,2294.99,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Silver, 38",Northwest,2012-12-31 00:00:00,2319.99,4,9279.96,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Silver, 42",Northwest,2012-12-31 00:00:00,2319.99,2,4639.98,Americas,2013
bikes,Mountain Bikes,"Mountain0200 Silver, 46",Northwest,2012-12-31 00:00:00,2319.99,2,4639.98,Americas,2013
bikes,Mountain Bikes,"Mountain04000W Silver, 38",Northwest,2012-12-31 00:00:00,769.49,2,1538.98,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 40",Northwest,2012-12-31 00:00:00,564.99,3,1694.97,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 42",Northwest,2012-12-31 00:00:00,564.99,2,1129.98,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 48",Northwest,2012-12-31 00:00:00,564.99,2,1129.98,Americas,2013
bikes,Mountain Bikes,"Mountain0500 Silver, 52",Northwest,2012-12-31 00:00:00,564.99,1,564.99,Americas,2013
components,Derailleurs,Rear Derailleur,Northwest,2012-12-31 00:00:00,121.46,4,485.84,Americas,2013
